Octopus_Gene	Human_Homolog	Percentage	E-value_octo2human
Ocbimv22008012m	F8A2	61.404	88.1
Ocbimv22008013m	F8A2	61.404	88.1
Ocbimv22018809m	TPPP	59.322	88.1
Ocbimv22019165m	SFT2D2	59.322	88.1
Ocbimv22000225m	ZNF888	58.491	88.1
Ocbimv22034951m	WAPL	50.685	88.1
Ocbimv22033505m	MGST3	50.0	88.1
Ocbimv22013604m	CRYM	46.341	88.1
Ocbimv22038059m	TIMM21	44.737	88.1
Ocbimv22038060m	TIMM21	44.737	88.1
Ocbimv22038235m	ZNF551	42.683	88.1
Ocbimv22000820m	CIBAR1	39.535	88.1
Ocbimv22007084m	SRBD1	38.889	88.1
Ocbimv22035187m	GET4	38.889	88.1
Ocbimv22027696m	XRCC2	38.542	88.1
Ocbimv22000467m	WDR77	36.082	88.1
Ocbimv22000624m	POLR1F	29.661	88.1
Ocbimv22037033m	MCPH1	56.25	88.2
Ocbimv22037034m	MCPH1	56.25	88.2
Ocbimv22013086m	ZFP69	55.0	88.3
Ocbimv22013455m	TTC36	41.489	88.4
Ocbimv22013405m	STIM1	64.815	88.5
Ocbimv22038529m	ZNF154	61.538	88.5
Ocbimv22020086m	ERICH3	42.708	88.5
Ocbimv22007626m	ZFPL1	91.176	88.6
Ocbimv22007627m	ZFPL1	91.176	88.6
Ocbimv22012071m	ERCC3	77.778	88.6
Ocbimv22007860m	ELOF1	76.19	88.6
Ocbimv22006848m	ERGIC3	76.087	88.6
Ocbimv22021647m	ZNF662	57.627	88.6
Ocbimv22011562m	ACE	51.515	88.6
Ocbimv22030825m	PDRG1	49.315	88.6
Ocbimv22034465m	KIAA1586	43.243	88.6
Ocbimv22018107m	STN1	42.105	88.6
Ocbimv22004614m	ZNF451	41.176	88.6
Ocbimv22002625m	MRPL40	40.404	88.6
Ocbimv22008488m	SDR42E2	35.514	88.6
Ocbimv22035928m	PSMD5	35.165	88.6
Ocbimv22035929m	PSMD5	35.165	88.6
Ocbimv22031402m	NRDC	31.915	88.6
Ocbimv22031403m	NRDC	31.915	88.6
Ocbimv22031404m	NRDC	31.915	88.6
Ocbimv22012421m	WASF2	55.714	88.8
Ocbimv22012427m	WASF2	55.714	88.8
Ocbimv22010852m	SMCHD1	52.308	88.8
Ocbimv22010853m	SMCHD1	52.308	88.8
Ocbimv22020423m	ZKSCAN8P1	65.306	89.0
Ocbimv22017661m	XPO6	58.73	89.0
Ocbimv22024109m	POLR1B	57.407	89.0
Ocbimv22028290m	ZNF345	53.333	89.0
Ocbimv22002507m	YTHDC2	52.239	89.0
Ocbimv22002509m	YTHDC2	52.239	89.0
Ocbimv22030535m	HECW2	51.515	89.0
Ocbimv22037744m	PITHD1	50.0	89.0
Ocbimv22037745m	PITHD1	50.0	89.0
Ocbimv22008658m	CBR1	48.529	89.0
Ocbimv22000533m	SHFL	43.836	89.0
Ocbimv22014518m	NFYB	38.947	89.0
Ocbimv22014519m	NFYB	38.947	89.0
Ocbimv22026899m	GRIK3	37.209	89.0
Ocbimv22005457m	NCDN	33.654	89.0
Ocbimv22039341m	NCAPG2	33.333	89.0
Ocbimv22039342m	NCAPG2	33.333	89.0
Ocbimv22039343m	NCAPG2	33.333	89.0
Ocbimv22036124m	SLC2A13	32.759	89.0
Ocbimv22013404m	STIM1	64.815	89.1
Ocbimv22013569m	DCP2	56.923	89.1
Ocbimv22010815m	POGZ	43.836	89.1
Ocbimv22019965m	RANBP10	81.395	89.2
Ocbimv22038975m	ZNF320	45.455	89.2
Ocbimv22010026m	SPC25	25.166	89.2
Ocbimv22010608m	PRCC	69.231	89.4
Ocbimv22006341m	EAPP	68.75	89.4
Ocbimv22002510m	YTHDC2	52.239	89.4
Ocbimv22002511m	YTHDC2	52.239	89.4
Ocbimv22033571m	YARS1	47.727	89.4
Ocbimv22034500m	PHAX	44.444	89.4
Ocbimv22002531m	SDHAF4	77.273	89.5
Ocbimv22027260m	RPL27A	70.0	89.5
Ocbimv22037660m	KCNQ2	64.912	89.5
Ocbimv22023371m	ZNF529	62.264	89.5
Ocbimv22039602m	ZNF461	58.182	89.5
Ocbimv22008174m	KIAA0100	55.932	89.5
Ocbimv22002508m	YTHDC2	52.239	89.5
Ocbimv22000141m	DMRTB1	51.667	89.5
Ocbimv22032682m	ZNF554	49.315	89.5
Ocbimv22033870m	MMGT1	47.143	89.5
Ocbimv22018146m	MRPL35	44.444	89.5
Ocbimv22006211m	RCHY1	43.939	89.5
Ocbimv22006212m	RCHY1	43.939	89.5
Ocbimv22009630m	NXT2	41.667	89.5
Ocbimv22036714m	ZNF501	40.244	89.5
Ocbimv22036715m	ZNF501	40.244	89.5
Ocbimv22021542m	FAM200A	39.623	89.5
Ocbimv22036225m	RPP30	38.889	89.5
Ocbimv22006346m	C2orf50	34.783	89.5
Ocbimv22015125m	TMEM231	33.333	89.5
Ocbimv22011980m	RGS22	26.154	89.5
Ocbimv22011982m	RGS22	26.154	89.5
Ocbimv22010025m	SPC25	25.166	89.5
Ocbimv22021368m	CEP112	32.54	89.6
Ocbimv22036382m	CEP112	30.882	89.6
Ocbimv22000083m	NUP62CL	56.923	89.7
Ocbimv22031581m	ZNF445	50.0	89.9
Ocbimv22003953m	WNK1	47.561	89.9
Ocbimv22010442m	GAPDHS	66.667	90.0
Ocbimv22010556m	METTL16	66.0	90.0
Ocbimv22010557m	METTL16	66.0	90.0
Ocbimv22026729m	JKAMP	61.224	90.0
Ocbimv22016670m	ZNF606	58.621	90.0
Ocbimv22013447m	ZNF888	58.182	90.0
Ocbimv22028324m	VAPB	57.353	90.0
Ocbimv22006227m	LRRC47	51.429	90.0
Ocbimv22012136m	ZMYND11	50.633	90.0
Ocbimv22022814m	LSM6	50.0	90.0
Ocbimv22026680m	TNFAIP8	50.0	90.0
Ocbimv22000243m	C11orf54	49.254	90.0
Ocbimv22003954m	WNK1	47.561	90.0
Ocbimv22008601m	TBC1D20	43.678	90.0
Ocbimv22007915m	CRLF3	37.736	90.0
Ocbimv22007916m	CRLF3	37.736	90.0
Ocbimv22020286m	PAPOLA	56.25	90.1
Ocbimv22011567m	NEMF	54.93	90.1
Ocbimv22020287m	PAPOLA	56.25	90.2
Ocbimv22019332m	TIAM2	66.667	90.3
Ocbimv22019333m	TIAM2	66.667	90.3
Ocbimv22008071m	NDC80	62.264	90.3
Ocbimv22026603m	CCDC125	28.889	90.3
Ocbimv22019883m	EXOSC2	71.154	90.4
Ocbimv22021866m	IDH1	69.231	90.4
Ocbimv22036570m	C2orf42	64.0	90.4
Ocbimv22009426m	PPA2	62.264	90.4
Ocbimv22024751m	ZNF45	59.649	90.4
Ocbimv22007202m	ZNF285	57.895	90.4
Ocbimv22016057m	MSTO1	44.186	90.4
Ocbimv22012551m	ZNF154	40.698	90.4
Ocbimv22012552m	ZNF154	40.698	90.4
Ocbimv22012553m	ZNF154	40.698	90.4
Ocbimv22030876m	FBXO7	37.302	90.4
Ocbimv22033542m	ZC3HC1	33.065	90.4
Ocbimv22019793m	TIMM29	29.412	90.4
Ocbimv22011979m	RGS22	25.781	90.4
Ocbimv22011981m	RGS22	25.781	90.4
Ocbimv22035688m	FIP1L1	83.784	90.5
Ocbimv22035689m	FIP1L1	83.784	90.5
Ocbimv22017721m	HIRA	40.86	90.7
Ocbimv22025343m	UGGT1	70.0	90.9
Ocbimv22019934m	ZNF195	68.085	90.9
Ocbimv22028876m	PES1	68.0	90.9
Ocbimv22027934m	MAEA	64.789	90.9
Ocbimv22024982m	UGT2B7	62.0	90.9
Ocbimv22017676m	PLEKHA8	60.0	90.9
Ocbimv22002196m	NANOS2	57.407	90.9
Ocbimv22019066m	ANKIB1	52.308	90.9
Ocbimv22009268m	ZNF878	51.471	90.9
Ocbimv22004055m	FA2H	48.571	90.9
Ocbimv22018931m	PORCN	48.485	90.9
Ocbimv22018932m	PORCN	48.485	90.9
Ocbimv22001681m	SLC18A1	48.0	90.9
Ocbimv22025840m	COG1	45.679	90.9
Ocbimv22016808m	SHROOM4	45.57	90.9
Ocbimv22004415m	ITPKA	44.444	90.9
Ocbimv22004416m	ITPKA	44.444	90.9
Ocbimv22004417m	ITPKA	44.444	90.9
Ocbimv22023362m	ZNF615	44.444	90.9
Ocbimv22028679m	DAGLA	44.444	90.9
Ocbimv22030024m	LAMTOR3	42.5	90.9
Ocbimv22003848m	TMEM127	41.085	90.9
Ocbimv22030110m	HYLS1	40.741	90.9
Ocbimv22035949m	RPP14	36.283	90.9
Ocbimv22033165m	FRMPD3	41.414	91.0
Ocbimv22033166m	FRMPD3	41.414	91.0
Ocbimv22015738m	METTL18	40.777	91.0
Ocbimv22015077m	C9orf85	48.529	91.1
Ocbimv22014593m	TRAP1	36.842	91.2
Ocbimv22038947m	EBF2	94.286	91.3
Ocbimv22009767m	WASHC3	72.0	91.3
Ocbimv22009768m	WASHC3	72.0	91.3
Ocbimv22008922m	RNF5	67.391	91.3
Ocbimv22014061m	description:zinc	66.038	91.3
Ocbimv22025372m	MTAP	66.0	91.3
Ocbimv22010214m	TSPAN31	65.455	91.3
Ocbimv22033499m	RPL39L	65.385	91.3
Ocbimv22038899m	RAPGEF4	62.745	91.3
Ocbimv22026528m	UGT2B7	62.264	91.3
Ocbimv22016779m	ZNF676	61.404	91.3
Ocbimv22001943m	ZNF780A	55.738	91.3
Ocbimv22008446m	RBM45	47.826	91.3
Ocbimv22034980m	FIBP	47.143	91.3
Ocbimv22003673m	FAN1	44.828	91.3
Ocbimv22026535m	PPP1R36	42.857	91.3
Ocbimv22016846m	MYORG	42.169	91.3
Ocbimv22016847m	MYORG	42.169	91.3
Ocbimv22016849m	MYORG	42.169	91.3
Ocbimv22016850m	MYORG	42.169	91.3
Ocbimv22016589m	UNC93A	41.667	91.3
Ocbimv22015465m	TMEM183A	40.952	91.3
Ocbimv22014542m	FNBP4	38.202	91.3
Ocbimv22002578m	PASK	37.113	91.3
Ocbimv22026272m	TTC17	31.496	91.3
Ocbimv22014028m	BTBD16	30.4	91.3
Ocbimv22016844m	GOT1L1	30.303	91.3
Ocbimv22008753m	ARFIP2	70.588	91.4
Ocbimv22014543m	FNBP4	38.202	91.4
Ocbimv22036120m	GPKOW	42.308	91.7
Ocbimv22015246m	DAG1	30.496	91.7
Ocbimv22012175m	CBX1	67.308	91.8
Ocbimv22006581m	RPL17	66.071	91.8
Ocbimv22018041m	ZNF254	65.625	91.8
Ocbimv22026634m	TOLLIP	64.706	91.8
Ocbimv22026265m	PEX16	61.538	91.8
Ocbimv22028158m	MRPL28	54.545	91.8
Ocbimv22038075m	ZNF585B	53.846	91.8
Ocbimv22030928m	HS6ST1	53.333	91.8
Ocbimv22003264m	BOLA1	51.282	91.8
Ocbimv22022414m	NPLOC4	49.275	91.8
Ocbimv22009900m	MRPS16	46.667	91.8
Ocbimv22007065m	ARRDC2	46.154	91.8
Ocbimv22024980m	UGT8	46.053	91.8
Ocbimv22001646m	UQCRQ	45.783	91.8
Ocbimv22018319m	NUP133	43.333	91.8
Ocbimv22004480m	MMACHC	39.13	91.8
Ocbimv22039840m	ALOX12	35.965	91.8
Ocbimv22026685m	TP53BP1	30.973	91.8
Ocbimv22033878m	TSNAXIP1	28.082	91.8
Ocbimv22001159m	CCDC153	24.848	91.8
Ocbimv22024152m	DRC1	23.158	91.8
Ocbimv22007864m	BTF3L4	75.472	91.9
Ocbimv22010571m	NCBP3	57.895	92.0
Ocbimv22038571m	CFDP1	66.667	92.1
Ocbimv22034102m	CARS2	60.714	92.1
Ocbimv22010570m	NCBP3	57.895	92.1
Ocbimv22010572m	NCBP3	57.895	92.1
Ocbimv22035847m	ZC3H11A	56.0	92.1
Ocbimv22035848m	ZC3H11A	56.0	92.1
Ocbimv22012420m	WASF2	33.628	92.1
Ocbimv22012426m	WASF2	33.628	92.1
Ocbimv22004330m	PNPT1	67.308	92.2
Ocbimv22023312m	SKA1	40.0	92.2
Ocbimv22037788m	FCHO1	40.0	92.2
Ocbimv22007722m	TMCO1	78.261	92.3
Ocbimv22007799m	SNRPD2	72.222	92.3
Ocbimv22033784m	GALC	66.25	92.3
Ocbimv22035903m	DNLZ	65.306	92.3
Ocbimv22007832m	RSPH9	64.286	92.3
Ocbimv22030554m	DCTN4	62.745	92.3
Ocbimv22027087m	MZT1	62.069	92.3
Ocbimv22017399m	ZNF730	61.667	92.3
Ocbimv22025580m	ZNF135	61.194	92.3
Ocbimv22020547m	ZNF350	57.895	92.3
Ocbimv22014775m	HSPB11	57.377	92.3
Ocbimv22029996m	TULP4	51.899	92.3
Ocbimv22010576m	ZNF112	50.794	92.3
Ocbimv22000423m	TTC19	49.351	92.3
Ocbimv22012537m	ZNF700	47.143	92.3
Ocbimv22035406m	RPP25	46.914	92.3
Ocbimv22022178m	H2BW1	44.186	92.3
Ocbimv22023410m	ALOX15B	41.837	92.3
Ocbimv22023411m	ALOX15B	41.837	92.3
Ocbimv22006119m	PDCD4	37.624	92.3
Ocbimv22021145m	NWD1	36.134	92.3
Ocbimv22009508m	PKHD1	24.022	92.3
Ocbimv22008565m	C4orf47	51.282	92.4
Ocbimv22012048m	TDP1	50.0	92.4
Ocbimv22037787m	FCHO1	40.0	92.4
Ocbimv22023613m	SCAF4	42.683	92.5
Ocbimv22004632m	CTNNAL1	60.938	92.6
Ocbimv22023035m	TOP2B	55.385	92.6
Ocbimv22032613m	ZNF716	43.182	92.6
Ocbimv22032873m	UGP2	88.372	92.7
Ocbimv22032874m	UGP2	88.372	92.7
Ocbimv22014080m	PPP1R12B	86.667	92.7
Ocbimv22016765m	MMAA	77.551	92.7
Ocbimv22017370m	TPH1	67.308	92.7
Ocbimv22024979m	UGT2B7	64.0	92.7
Ocbimv22017209m	PARG	62.069	92.7
Ocbimv22030569m	SHMT1	61.667	92.7
Ocbimv22013155m	ZNF135	59.649	92.7
Ocbimv22035067m	LIMS3	59.016	92.7
Ocbimv22017698m	IMPACT	52.113	92.7
Ocbimv22017699m	IMPACT	52.113	92.7
Ocbimv22024350m	MCOLN2	50.0	92.7
Ocbimv22024351m	MCOLN2	50.0	92.7
Ocbimv22024352m	MCOLN2	50.0	92.7
Ocbimv22024353m	MCOLN2	50.0	92.7
Ocbimv22024354m	MCOLN2	50.0	92.7
Ocbimv22024355m	MCOLN2	50.0	92.7
Ocbimv22024356m	MCOLN2	50.0	92.7
Ocbimv22024357m	MCOLN2	50.0	92.7
Ocbimv22007553m	ZNF534	48.0	92.7
Ocbimv22003599m	SLC27A1	45.122	92.7
Ocbimv22002645m	COMMD5	44.33	92.7
Ocbimv22008107m	NDUFAF1	36.458	92.7
Ocbimv22005697m	USP53	52.381	92.9
Ocbimv22019974m	SKAP2	50.0	92.9
Ocbimv22005698m	USP53	52.381	93.0
Ocbimv22031243m	TEX9	51.22	93.1
Ocbimv22031244m	TEX9	51.22	93.1
Ocbimv22026767m	MCM10	43.529	93.1
Ocbimv22005709m	ZNF449	42.857	93.1
Ocbimv22035037m	BRF1	82.222	93.2
Ocbimv22001360m	SH2B1	79.592	93.2
Ocbimv22028418m	ASL	74.0	93.2
Ocbimv22000453m	SSR3	70.588	93.2
Ocbimv22016698m	RAD1	64.912	93.2
Ocbimv22002701m	TFAP4	61.905	93.2
Ocbimv22020496m	TRABD2A	59.756	93.2
Ocbimv22017537m	LHFPL6	52.941	93.2
Ocbimv22026930m	RPGRIP1	52.941	93.2
Ocbimv22001173m	ENKUR	50.685	93.2
Ocbimv22036344m	PFN4	50.649	93.2
Ocbimv22036345m	PFN4	50.649	93.2
Ocbimv22036346m	PFN4	50.649	93.2
Ocbimv22036347m	PFN4	50.649	93.2
Ocbimv22036348m	PFN4	50.649	93.2
Ocbimv22036349m	PFN4	50.649	93.2
Ocbimv22036350m	PFN4	50.649	93.2
Ocbimv22036351m	PFN4	50.649	93.2
Ocbimv22021886m	ZNF433	48.0	93.2
Ocbimv22012907m	VCPIP1	44.0	93.2
Ocbimv22024601m	CACYBP	41.667	93.2
Ocbimv22012586m	ZNF564	41.463	93.2
Ocbimv22012587m	ZNF564	41.463	93.2
Ocbimv22016881m	CTU2	40.909	93.2
Ocbimv22004897m	GRAMD2A	40.23	93.2
Ocbimv22004870m	DNAAF6	40.196	93.2
Ocbimv22008843m	EPM2AIP1	28.662	93.2
Ocbimv22029516m	IFT46	72.917	93.4
Ocbimv22022157m	ZNF774	37.5	93.4
Ocbimv22025447m	GTF2A2	83.721	93.6
Ocbimv22021776m	LONP1	64.815	93.6
Ocbimv22007711m	CCNB1IP1	63.462	93.6
Ocbimv22012784m	MSRA	57.407	93.6
Ocbimv22012786m	MSRA	57.407	93.6
Ocbimv22012788m	MSRA	57.407	93.6
Ocbimv22002524m	description:novel	51.282	93.6
Ocbimv22034857m	ZNF554	49.275	93.6
Ocbimv22023324m	ZNF720	47.887	93.6
Ocbimv22036121m	HROB	46.154	93.6
Ocbimv22003600m	SLC27A3	44.578	93.6
Ocbimv22023109m	MRPS17	43.21	93.6
Ocbimv22030409m	ZNF799	42.169	93.6
Ocbimv22024691m	GAA	41.667	93.6
Ocbimv22024692m	GAA	41.667	93.6
Ocbimv22029107m	GTF2IRD2B	40.404	93.6
Ocbimv22007408m	DLEC1	30.986	93.6
Ocbimv22034759m	OSBP2	50.617	93.7
Ocbimv22024663m	ARMC2	46.753	93.8
Ocbimv22004178m	RGN	38.614	94.0
Ocbimv22004179m	RGN	38.614	94.0
Ocbimv22011863m	GGCX	68.421	94.1
Ocbimv22004160m	POFUT1	68.085	94.1
Ocbimv22018860m	MPC1	67.241	94.1
Ocbimv22010148m	NUP205	65.455	94.1
Ocbimv22020949m	GYG1	63.333	94.1
Ocbimv22020950m	GYG1	63.333	94.1
Ocbimv22002678m	ABHD18	63.158	94.1
Ocbimv22022642m	DENR	59.211	94.1
Ocbimv22036663m	ZNF382	56.897	94.1
Ocbimv22019848m	DDC	56.716	94.1
Ocbimv22010673m	PPCS	53.75	94.1
Ocbimv22012207m	ZNF329	53.125	94.1
Ocbimv22034692m	ZNF197	53.125	94.1
Ocbimv22038406m	RBM28	50.0	94.1
Ocbimv22028921m	NXF1	46.957	94.1
Ocbimv22013443m	ZNF816	43.038	94.1
Ocbimv22039001m	ELMOD3	40.741	94.1
Ocbimv22030010m	DTNBP1	27.607	94.1
Ocbimv22030102m	HYLS1	43.21	94.2
Ocbimv22023190m	CCDC6	65.0	94.3
Ocbimv22004555m	CDT1	42.857	94.3
Ocbimv22016543m	PPP4R4	39.091	94.3
Ocbimv22024664m	ARMC2	46.753	94.4
Ocbimv22026049m	INTS3	79.07	94.5
Ocbimv22005460m	HMGCR	75.51	94.5
Ocbimv22033773m	ZNF600	63.158	94.5
Ocbimv22024512m	ZNF606	61.404	94.5
Ocbimv22015740m	ZFP30	61.017	94.5
Ocbimv22010517m	LONP1	60.317	94.5
Ocbimv22023593m	ZSCAN20	56.452	94.5
Ocbimv22034391m	FLAD1	45.349	94.5
Ocbimv22019092m	LIPT1	44.595	94.5
Ocbimv22019093m	LIPT1	44.595	94.5
Ocbimv22037739m	EXD1	43.478	94.5
Ocbimv22000640m	NTAN1	42.045	94.5
Ocbimv22003932m	ZNF442	41.975	94.5
Ocbimv22028053m	MCMDC2	40.816	94.5
Ocbimv22020967m	SLC35E2B	37.143	94.5
Ocbimv22008885m	IMP4	36.29	94.5
Ocbimv22023836m	DNAH12	27.848	94.5
Ocbimv22019717m	VPS37A	55.224	94.6
Ocbimv22005703m	EDC4	40.964	94.6
Ocbimv22005704m	EDC4	40.964	94.6
Ocbimv22015760m	ARL14EPL	50.0	94.8
Ocbimv22011925m	MCRS1	84.444	95.0
Ocbimv22003459m	POLR2K	79.545	95.0
Ocbimv22003460m	POLR2K	79.545	95.0
Ocbimv22008849m	RPL37A	73.913	95.0
Ocbimv22027288m	RPL13A	72.549	95.0
Ocbimv22015951m	PDE11A	66.071	95.0
Ocbimv22010624m	SDE2	63.077	95.0
Ocbimv22031498m	ZNF625	61.538	95.0
Ocbimv22029713m	ATP4A	60.976	95.0
Ocbimv22026551m	FAIM	60.0	95.0
Ocbimv22032262m	NUP88	49.367	95.0
Ocbimv22021860m	ZNF888	48.684	95.0
Ocbimv22014361m	UNC80	40.816	95.0
Ocbimv22001705m	OFD1	37.168	95.1
Ocbimv22022139m	C2orf81	37.0	95.1
Ocbimv22030011m	DTNBP1	26.374	95.3
Ocbimv22031676m	CUX1	51.25	95.4
Ocbimv22025350m	CLTCL1	84.783	95.5
Ocbimv22025351m	CLTCL1	84.783	95.5
Ocbimv22004667m	SLC18A1	84.444	95.5
Ocbimv22007820m	STT3A	69.811	95.5
Ocbimv22003087m	RPL36	61.29	95.5
Ocbimv22003088m	RPL36	61.29	95.5
Ocbimv22028609m	ZNF623	59.322	95.5
Ocbimv22015184m	ZNF233	57.627	95.5
Ocbimv22029588m	OPA3	55.738	95.5
Ocbimv22016215m	PTPA	54.839	95.5
Ocbimv22034040m	ZNF70	52.381	95.5
Ocbimv22003873m	description:novel	51.613	95.5
Ocbimv22023224m	FARSA	51.316	95.5
Ocbimv22019498m	RP2	50.0	95.5
Ocbimv22016553m	CDAN1	44.186	95.5
Ocbimv22016554m	CDAN1	44.186	95.5
Ocbimv22022423m	ZNF257	43.038	95.5
Ocbimv22008653m	MRPS6	39.08	95.5
Ocbimv22033733m	RIF1	35.185	95.5
Ocbimv22011710m	LYST	33.588	95.5
Ocbimv22003441m	EXOC3L1	31.737	95.5
Ocbimv22033731m	RIF1	50.0	95.6
Ocbimv22033732m	RIF1	50.0	95.6
Ocbimv22004432m	ZNF236	43.038	95.6
Ocbimv22038240m	PCGF2	54.545	95.8
Ocbimv22028258m	TEX11	46.154	95.8
Ocbimv22028259m	TEX11	46.154	95.8
Ocbimv22015796m	MADD	70.588	95.9
Ocbimv22010985m	DPH6	69.091	95.9
Ocbimv22018236m	RPL31	65.455	95.9
Ocbimv22034832m	SDR39U1	64.912	95.9
Ocbimv22024391m	description:novel	58.73	95.9
Ocbimv22029631m	GALE	54.688	95.9
Ocbimv22029632m	GALE	54.688	95.9
Ocbimv22014973m	DPYSL3	53.425	95.9
Ocbimv22005065m	SAPCD2	52.632	95.9
Ocbimv22017722m	ZDHHC15	45.679	95.9
Ocbimv22002792m	CDIN1	45.349	95.9
Ocbimv22009039m	MOGS	44.737	95.9
Ocbimv22024631m	POLA2	39.326	95.9
Ocbimv22002359m	SNRNP70	61.404	96.0
Ocbimv22019708m	FRG1	43.678	96.2
Ocbimv22016209m	SH3BP5	37.5	96.2
Ocbimv22007685m	TIMM17B	85.366	96.4
Ocbimv22027078m	BRCC3	76.0	96.4
Ocbimv22016712m	SQOR	70.909	96.4
Ocbimv22033011m	MTERF3	60.606	96.4
Ocbimv22015955m	ZNF34	58.065	96.4
Ocbimv22014962m	NUDT17	53.731	96.4
Ocbimv22014963m	NUDT17	53.731	96.4
Ocbimv22019334m	TIAM2	52.747	96.4
Ocbimv22039843m	ALOX15B	48.052	96.4
Ocbimv22026146m	PLD6	46.835	96.4
Ocbimv22037786m	FCHO1	46.835	96.4
Ocbimv22012576m	ZNF415	46.753	96.4
Ocbimv22018566m	LSM5	78.0	96.8
Ocbimv22010431m	PDCD11	74.51	96.8
Ocbimv22005648m	RHCG	67.308	96.8
Ocbimv22006749m	ZKSCAN8P1	58.209	96.8
Ocbimv22020070m	RUVBL1	55.714	96.8
Ocbimv22038056m	C2CD3	50.0	96.8
Ocbimv22019845m	SRRD	49.057	96.8
Ocbimv22019846m	SRRD	49.057	96.8
Ocbimv22036797m	HSCB	48.78	96.8
Ocbimv22019343m	ZIK1	46.835	96.8
Ocbimv22036719m	RO60	46.154	96.8
Ocbimv22029554m	MAOA	45.946	96.8
Ocbimv22036171m	AASDHPPT	44.444	96.8
Ocbimv22023829m	ZNF225	44.304	96.8
Ocbimv22026657m	SLC5A7	44.094	96.8
Ocbimv22015208m	ZNF236	43.529	96.8
Ocbimv22027544m	GCM1	58.333	97.0
Ocbimv22016081m	CCDC81	43.137	97.0
Ocbimv22031903m	ASMT	36.893	97.0
Ocbimv22005410m	DNTTIP1	71.154	97.1
Ocbimv22005409m	DNTTIP1	71.154	97.2
Ocbimv22008430m	POFUT1	73.333	97.3
Ocbimv22005058m	PDCL	66.667	97.3
Ocbimv22007158m	ERC1	63.235	97.3
Ocbimv22018105m	MYO18A	59.701	97.3
Ocbimv22025988m	VTA1	58.73	97.3
Ocbimv22025050m	NDUFA2	58.462	97.3
Ocbimv22009830m	POP7	57.143	97.3
Ocbimv22006512m	PITRM1	53.947	97.3
Ocbimv22035693m	POMP	53.086	97.3
Ocbimv22017407m	ZNF662	52.055	97.3
Ocbimv22038732m	TPK1	52.0	97.3
Ocbimv22031505m	WDR54	44.048	97.3
Ocbimv22020633m	POLR3A	40.594	97.3
Ocbimv22021445m	TRMT13	40.426	97.3
Ocbimv22003965m	GK3P	31.852	97.3
Ocbimv22031214m	OTULINL	46.067	97.4
Ocbimv22012594m	CHDH	72.917	97.5
Ocbimv22007434m	SLTM	60.317	97.5
Ocbimv22021405m	CLPX	92.5	97.6
Ocbimv22034369m	MEN1	47.297	97.6
Ocbimv22007304m	TSR2	43.678	97.6
Ocbimv22031657m	RPA1	39.216	97.6
Ocbimv22013380m	PNO1	74.0	97.7
Ocbimv22037257m	CHDH	72.917	97.7
Ocbimv22026266m	LARGE2	64.286	97.7
Ocbimv22032054m	TMEM117	61.667	97.7
Ocbimv22004153m	ZNF606	60.0	97.7
Ocbimv22008556m	ZNF729	59.322	97.7
Ocbimv22036021m	MRPS12	56.944	97.7
Ocbimv22030706m	CHAC2	55.224	97.7
Ocbimv22006915m	ZNF506	54.688	97.7
Ocbimv22028046m	ZMAT5	54.412	97.7
Ocbimv22000084m	NUP62CL	53.731	97.7
Ocbimv22017489m	HVCN1	49.367	97.7
Ocbimv22012550m	ZNF283	46.341	97.7
Ocbimv22025865m	MED30	45.882	97.7
Ocbimv22035373m	GEMIN5	43.529	97.7
Ocbimv22011725m	TMEM242	43.478	97.7
Ocbimv22015994m	FBXW8	43.023	97.7
Ocbimv22017221m	QPRT	41.176	97.7
Ocbimv22003006m	TEFM	28.777	97.7
Ocbimv22031658m	RPA1	39.216	97.9
Ocbimv22034064m	DCP1A	75.472	98.0
Ocbimv22003701m	E4F1	71.154	98.1
Ocbimv22039626m	description:zinc	66.667	98.2
Ocbimv22000581m	HGD	65.625	98.2
Ocbimv22017863m	WBP4	59.259	98.2
Ocbimv22017864m	WBP4	59.259	98.2
Ocbimv22035515m	VMA21	48.81	98.2
Ocbimv22008247m	GPR89B	47.368	98.2
Ocbimv22037176m	C7orf25	46.753	98.2
Ocbimv22012523m	ZNF404	45.882	98.2
Ocbimv22015353m	NAPRT	43.878	98.2
Ocbimv22015355m	NAPRT	43.878	98.2
Ocbimv22032442m	NUP210	43.478	98.2
Ocbimv22010328m	DFFB	41.667	98.2
Ocbimv22014038m	C9orf135	40.206	98.2
Ocbimv22028097m	ADRM1	69.091	98.5
Ocbimv22003457m	GCLC	72.549	98.7
Ocbimv22019655m	ATP6V1F	72.222	98.7
Ocbimv22033938m	COX19	69.231	98.7
Ocbimv22010210m	KCNN2	67.568	98.7
Ocbimv22007781m	RPL34	62.857	98.7
Ocbimv22037476m	PYURF	56.923	98.7
Ocbimv22008167m	NAA25	55.814	98.7
Ocbimv22022618m	ZKSCAN2	55.556	98.7
Ocbimv22005758m	POLRMT	53.846	98.7
Ocbimv22033862m	LANCL1	48.148	98.7
Ocbimv22038663m	MFSD9	48.0	98.7
Ocbimv22035082m	SLC34A3	47.312	98.7
Ocbimv22010535m	RICTOR	45.455	98.7
Ocbimv22010537m	RICTOR	45.455	98.7
Ocbimv22012395m	PNP	44.318	98.7
Ocbimv22013014m	URB1	41.0	98.7
Ocbimv22030769m	PAXIP1	40.833	98.7
